Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
648c27b549a979de799a65ca,5e37f48dfbcc9d75be926c70,APPROVED,2023-06-16T09:13:30.213000Z,2023-06-16T09:28:03.440000Z,2023-06-16T09:28:04.197000,2023-06-16T09:28:04.134957Z,874,C14AO3VL,245,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
648c27bda19421dc6e79ca45,5ea0627f31802801d5675c08,APPROVED,2023-06-16T09:13:33.936000Z,2023-06-16T09:28:21.173000Z,2023-06-16T09:28:21.848000,2023-06-16T09:28:21.776760Z,888,C14AO3VL,1413,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648c27bff0f5ac538b5a92ed,5dac7eaa59f37100128372d5,APPROVED,2023-06-16T09:13:58.289000Z,2023-06-16T09:29:25.016000Z,2023-06-16T09:29:25.595000,2023-06-16T09:29:25.531104Z,927,C14AO3VL,1064,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648c27d1bad7dba45493adc8,5cc82b9ea8367900164d8775,APPROVED,2023-06-16T09:14:00.639000Z,2023-06-16T09:28:27.671000Z,2023-06-16T12:11:11.266000,2023-06-16T09:28:28.134908Z,868,NOCODE,974,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648c27e58a4aa818345a92cf,613cb18edb7eb18d77d8d1e1,APPROVED,2023-06-16T09:14:15.424000Z,2023-06-16T09:27:24.692000Z,2023-06-16T09:27:25.264000,2023-06-16T09:27:25.202369Z,790,C14AO3VL,251,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
648c27edb177aadeddcdd4c7,5770de783ac68100019d77af,APPROVED,2023-06-16T09:14:24.456000Z,2023-06-16T09:26:17.068000Z,2023-06-16T09:26:19.182000,2023-06-16T09:26:19.112946Z,713,C14AO3VL,307,31,Male,White,Australia,Australia,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648c2803f0992f1a54fa0704,6393da4dd62a68bec4f4661c,APPROVED,2023-06-16T09:14:49.745000Z,2023-06-16T09:32:33.081000Z,2023-06-16T09:32:33.848000,2023-06-16T09:32:33.767794Z,1064,C14AO3VL,103,30,Female,White,Australia,Australia,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648c28337d89b10ebf0d3553,63e529b9c964037317069e6e,APPROVED,2023-06-16T09:15:35.155000Z,2023-06-16T09:27:28.384000Z,2023-06-16T09:27:28.977000,2023-06-16T09:27:28.901227Z,714,C14AO3VL,137,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648c283a6b69c4805f575992,5cc9c62a55b70600013702d3,APPROVED,2023-06-16T09:15:40.299000Z,2023-06-16T09:27:13.076000Z,2023-06-16T09:27:13.894000,2023-06-16T09:27:13.821002Z,693,C14AO3VL,594,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
648c285a10c5fe9b349f6227,5eac3dc896a6242689110c31,APPROVED,2023-06-16T09:16:15.809000Z,2023-06-16T09:31:03.428000Z,2023-06-16T09:31:03.946000,2023-06-16T09:31:03.882242Z,888,C14AO3VL,1287,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648c288f42a8ae79bdc95c05,606a4f1c6e098bf633fd64db,APPROVED,2023-06-16T09:17:33.666000Z,2023-06-16T09:33:34.396000Z,2023-06-16T09:33:34.914000,2023-06-16T09:33:34.850935Z,961,C14AO3VL,182,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
648c28a59ad4fd71c7dbc858,5d410f4d037fb000173a2832,APPROVED,2023-06-16T09:17:31.895000Z,2023-06-16T09:30:54.310000Z,2023-06-16T09:30:55.277000,2023-06-16T09:30:55.209880Z,803,C14AO3VL,705,47,Male,White,United Kingdom,New Zealand,United Kingdom,English,No,Full-Time
648c28daead8660315f52224,5a0c036857cee70001767a58,APPROVED,2023-06-16T09:18:18.849000Z,2023-06-16T09:31:33.150000Z,2023-06-16T09:31:33.664000,2023-06-16T09:31:33.599319Z,795,C14AO3VL,2048,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648c28eb2b821a9fc14a8df8,636928ef51cdaf360bebba1e,APPROVED,2023-06-16T09:18:40.017000Z,2023-06-16T09:31:44.903000Z,2023-06-16T09:31:45.529000,2023-06-16T09:31:45.434087Z,785,C14AO3VL,276,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648c28fe4326bcdd5c9f6225,5ec2720ae69a920447fa71a4,APPROVED,2023-06-16T09:20:18.409000Z,2023-06-16T09:35:22.316000Z,2023-06-16T09:35:22.911000,2023-06-16T09:35:22.853260Z,904,C14AO3VL,430,40,Female,White,Australia,Australia,Australia,English,DATA_EXPIRED,DATA_EXPIRED
648c29050a0c4527334d17e7,6368e3f48413ec73f1962b8a,APPROVED,2023-06-16T09:19:03.824000Z,2023-06-16T09:30:46.549000Z,2023-06-16T09:30:47.187000,2023-06-16T09:30:47.120149Z,703,C14AO3VL,65,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
648c29072b821a9fc14a8e06,62e1299fbc5a42cf215cc75d,APPROVED,2023-06-16T09:19:06.245000Z,2023-06-16T09:30:56.273000Z,2023-06-16T09:30:56.815000,2023-06-16T09:30:56.726924Z,711,C14AO3VL,201,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
648c290bca026ce5bc9a65b1,5e71ab071b6e9c0d4c356574,APPROVED,2023-06-16T09:19:07.365000Z,2023-06-16T09:35:01.706000Z,2023-06-16T09:35:02.256000,2023-06-16T09:35:02.183739Z,955,C14AO3VL,647,66,Female,White,Netherlands,Australia,Netherlands,English,No,Unemployed (and job seeking)
648c2951cb1d415367029e9a,603758e41c4468b882a74700,APPROVED,2023-06-16T09:21:34.693000Z,2023-06-16T09:35:55.533000Z,2023-06-16T09:35:56.123000,2023-06-16T09:35:56.056439Z,861,C14AO3VL,592,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
648c29a696b470ec869a6600,60575f42c2d3d51a122da250,APPROVED,2023-06-16T09:21:47.594000Z,2023-06-16T09:33:56.614000Z,2023-06-16T09:33:57.161000,2023-06-16T09:33:57.098979Z,730,C14AO3VL,324,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
648c29be11badfc4bb0088d4,5aa8ebf089de8200013f8c48,APPROVED,2023-06-16T09:22:06.779000Z,2023-06-16T09:35:47.958000Z,2023-06-16T09:35:48.555000,2023-06-16T09:35:48.490634Z,822,C14AO3VL,1539,38,Male,White,Canada,Canada,Canada,English,No,Full-Time
648c29c6732cf0ffd079ca59,63beebaa4c5884797ff00a98,APPROVED,2023-06-16T09:22:14.069000Z,2023-06-16T09:40:41.717000Z,2023-06-16T09:40:42.265000,2023-06-16T09:40:42.196382Z,1108,C14AO3VL,236,72,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648c29cc9f332fb7796f44d1,5a9e9fc46219a30001f54994,APPROVED,2023-06-16T09:22:26.572000Z,2023-06-16T09:35:23.335000Z,2023-06-16T09:35:23.897000,2023-06-16T09:35:23.815805Z,777,C14AO3VL,1747,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648c29d1e045f2b85fe02be3,5ba44c47e671c6000123b4f3,APPROVED,2023-06-16T09:22:28.926000Z,2023-06-16T09:34:38.660000Z,2023-06-16T09:34:39.323000,2023-06-16T09:34:39.250700Z,730,C14AO3VL,43,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648c2a089ad4fd71c7dbc8b4,644033d42bdd7e1f439f4d64,APPROVED,2023-06-16T09:24:56.260000Z,2023-06-16T09:36:45.230000Z,2023-06-16T09:36:45.861000,2023-06-16T09:36:45.789235Z,709,C14AO3VL,55,26,Female,White,United Kingdom,Australia,United Kingdom,English,No,Unemployed (and job seeking)
648c2a17ffcbbc36c40d355e,5ef0a10e3867d33b6bb063bc,APPROVED,2023-06-16T09:23:39.659000Z,2023-06-16T09:36:09.866000Z,2023-06-16T09:36:10.419000,2023-06-16T09:36:10.354061Z,751,C14AO3VL,703,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
648c2a39daa10c24d31e946c,5d7de72016b0a00001c36af3,APPROVED,2023-06-16T09:24:13.420000Z,2023-06-16T09:36:53.386000Z,2023-06-16T09:36:53.992000,2023-06-16T09:36:53.928962Z,760,C14AO3VL,174,27,Female,White,New Zealand,New Zealand,New Zealand,English,No,DATA_EXPIRED
648c2a593c72ede232f5222c,59609bdb599b690001ef2c59,APPROVED,2023-06-16T09:25:07.936000Z,2023-06-16T09:45:23.981000Z,2023-06-16T09:45:24.656000,2023-06-16T09:45:24.555855Z,1217,C14AO3VL,1249,72,Male,White,United Kingdom,New Zealand,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648c2a5e274e8aa7cf81e1af,63f6262642c9fc5e3c002287,APPROVED,2023-06-16T09:24:49.985000Z,2023-06-16T09:38:29.467000Z,2023-06-16T09:38:30.624000,2023-06-16T09:38:30.538253Z,820,C14AO3VL,90,51,Female,White,Canada,United Kingdom,Canada,English,No,DATA_EXPIRED
